"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",201,60,250,5067,56,17698,8475,10.24
"None","Total",201,60,250,5067,56,17698,8475,10.24
