"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",922,693,16000,12693,60,47319,1475,16.79
"None","Total",922,693,16000,12693,60,47319,1475,16.79
