"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",210,61,220,5130,62,16844,3868,10.88
"None","Total",210,61,220,5130,62,16844,3868,10.88
