"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",126,8900,9400,9600,9800,10000,11000,12000,12000,13000
"Total",126,8900,9400,9600,9800,10000,11000,12000,12000,13000
