"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",173,15,160,1891,66,15262,12188,9.10
"None","Total",173,15,160,1891,66,15262,12188,9.10
