"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",772,351,200,7381,52,43654,3239,13.06
"None","Total",772,351,200,7381,52,43654,3239,13.06
