"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",76,7300,7400,7500,7500,7600,10000,11000,12000,12000
"Total",76,7300,7400,7500,7500,7600,10000,11000,12000,12000
