"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",137,0,100,1257,66,5255,13346,7.00
"None","Total",137,0,100,1257,66,5255,13346,7.00
