"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",99,5600,7000,8000,8300,8600,9400,18000,18000,18000
"Total",99,5600,7000,8000,8300,8600,9400,18000,18000,18000
