"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",682,222,77,5158,52,23803,4006,11.43
"None","Total",682,222,77,5158,52,23803,4006,11.43
