"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",486,83,72,3654,52,41224,4925,8.14
"None","Total",486,83,72,3654,52,41224,4925,8.14
