"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",90,0,130,442,74,12130,12082,6.84
"None","Total",90,0,130,442,74,12130,12082,6.84
