"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",856,415,9600,7633,52,31381,3060,14.36
"None","Total",856,415,9600,7633,52,31381,3060,14.36
