"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",429,0,66,595,50,23918,12082,7.27
"None","Total",429,0,66,595,50,23918,12082,7.27
