"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",225,58,140,4114,64,15496,9905,11.55
"None","Total",225,58,140,4114,64,15496,9905,11.55
