"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",51,0,190,244,116,1169,5324,37.42
"None","Total",51,0,190,244,116,1169,5324,37.42
