"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",146,0,97,1066,60,18859,5324,7.51
"None","Total",146,0,97,1066,60,18859,5324,7.51
