"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",346,205,15000,9387,67,17758,3300,17.68
"None","Total",346,205,15000,9387,67,17758,3300,17.68
