"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",680,234,70,5381,49,31996,7924,11.45
"None","Total",680,234,70,5381,49,31996,7924,11.45
