"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",316,1,110,2900,52,42906,5921,5.39
"None","Total",316,1,110,2900,52,42906,5921,5.39
