"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",1704,1300,1400,1500,1600,1700,1800,1900,2200,15000
"Total",1704,1300,1400,1500,1600,1700,1800,1900,2200,15000
