"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",602,3800,5900,7400,7900,8100,12000,12000,12000,15000
"Total",602,3800,5900,7400,7900,8100,12000,12000,12000,15000
