"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",448,28,93,1484,48,28531,5111,7.51
"None","Total",448,28,93,1484,48,28531,5111,7.51
