"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",627,214,270,6323,69,31644,3912,10.52
"None","Total",627,214,270,6323,69,31644,3912,10.52
