"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",327,0,30000,24495,817,57489,287347,5.49
"None","Total",327,0,30000,24495,817,57489,287347,5.49
