"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",224,89,210,6554,58,17738,3285,11.24
"None","Total",224,89,210,6554,58,17738,3285,11.24
