"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",362,0,93,1505,56,29425,13346,6.05
"None","Total",362,0,93,1505,56,29425,13346,6.05
