"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",496,107,120,3829,50,38850,4658,8.40
"None","Total",496,107,120,3829,50,38850,4658,8.40
