"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",413,1,10000,12104,118,48247,286651,7.43
"None","Total",413,1,10000,12104,118,48247,286651,7.43
