"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",398,0,99,763,55,21361,8099,6.68
"None","Total",398,0,99,763,55,21361,8099,6.68
