"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",497,116,250,5274,61,34820,10231,8.41
"None","Total",497,116,250,5274,61,34820,10231,8.41
