"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1704,9,1300,1242,12,15442,608,28.47
"None","Total",1704,9,1300,1242,12,15442,608,28.47
