"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",366,0,98,1450,54,30126,8099,6.15
"None","Total",366,0,98,1450,54,30126,8099,6.15
