"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",1595,4600,5600,6400,7800,12000,16000,21000,23000,39000
"Total",1595,4600,5600,6400,7800,12000,16000,21000,23000,39000
