"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",388,14000,20000,24000,26000,30000,37000,40000,41000,48000
"Total",388,14000,20000,24000,26000,30000,37000,40000,41000,48000
