"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",435,0,110,299,57,29229,13346,7.34
"None","Total",435,0,110,299,57,29229,13346,7.34
