"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1030,0,7500,9437,827,47102,287347,17.35
"None","Total",1030,0,7500,9437,827,47102,287347,17.35
