"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1206,4,220,340,14,15271,609,20.46
"None","Total",1206,4,220,340,14,15271,609,20.46
