"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",1709,2900,3000,3000,3100,3200,3300,3400,3800,16000
"Total",1709,2900,3000,3000,3100,3200,3300,3400,3800,16000
