"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1709,7,2900,2466,15,15646,609,28.81
"None","Total",1709,7,2900,2466,15,15646,609,28.81
