"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1089,3,6900,7601,1843,24687,286555,18.48
"None","Total",1089,3,6900,7601,1843,24687,286555,18.48
