"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",442,15,91,796,55,32037,11671,7.44
"None","Total",442,15,91,796,55,32037,11671,7.44
