"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",1708,6,4400,3693,11,15451,609,28.57
"None","Total",1708,6,4400,3693,11,15451,609,28.57
