"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/",548,112,99,3408,51,27048,4337,9.26
"None","Total",548,112,99,3408,51,27048,4337,9.26
